12:26:04.123 WARN  ~~ LOOPS: 10. ENTITY #: 316//90. VIEW #: 1. BACKLOGGED :: 132.300%! ~~ 
18:38:52.664 WARN  ~~ LOOPS: 11. ENTITY #: 242//72. VIEW #: 2. BACKLOGGED :: 161.727%! ~~ 
18:38:52.664 WARN  Total activation time: 56 
18:38:52.664 WARN  Total collision time: 192 
18:38:52.664 WARN  Total cycle time: 345 
18:38:52.664 WARN  Total player update time: 59 
18:38:52.664 WARN  Total lb+minimap processing time: 38 
18:38:52.664 WARN  Total entity physics calculation time: 44 
18:38:52.664 WARN  Total entity life+thought cycle time: 110 
18:38:52.664 WARN  Total entity selfie-taking time: 62 
18:38:52.665 WARN  Total time: 906 
18:38:53.708 WARN  ~~ LOOPS: 6. ENTITY #: 242//73. VIEW #: 2. BACKLOGGED :: 304.000%! ~~ 
18:38:53.708 WARN  Total activation time: 75 
18:38:53.708 WARN  Total collision time: 129 
18:38:53.708 WARN  Total cycle time: 404 
18:38:53.708 WARN  Total player update time: 131 
18:38:53.708 WARN  Total lb+minimap processing time: 124 
18:38:53.708 WARN  Total entity physics calculation time: 84 
18:38:53.708 WARN  Total entity life+thought cycle time: 63 
18:38:53.708 WARN  Total entity selfie-taking time: 0 
18:38:53.708 WARN  Total time: 1010 
18:38:54.731 WARN  ~~ LOOPS: 11. ENTITY #: 242//72. VIEW #: 2. BACKLOGGED :: 141.273%! ~~ 
18:38:54.732 WARN  Total activation time: 28 
18:38:54.732 WARN  Total collision time: 281 
18:38:54.732 WARN  Total cycle time: 208 
18:38:54.733 WARN  Total player update time: 42 
18:38:54.733 WARN  Total lb+minimap processing time: 23 
18:38:54.733 WARN  Total entity physics calculation time: 17 
18:38:54.742 WARN  Total entity life+thought cycle time: 59 
18:38:54.750 WARN  Total entity selfie-taking time: 16 
18:38:54.750 WARN  Total time: 674 
18:39:03.948 WARN  ~~ LOOPS: 8. ENTITY #: 242//70. VIEW #: 2. BACKLOGGED :: 195.375%! ~~ 
18:39:03.949 WARN  Total activation time: 14 
18:39:03.949 WARN  Total collision time: 264 
18:39:03.949 WARN  Total cycle time: 243 
18:39:03.950 WARN  Total player update time: 60 
18:39:03.950 WARN  Total lb+minimap processing time: 19 
18:39:03.950 WARN  Total entity physics calculation time: 131 
18:39:03.950 WARN  Total entity life+thought cycle time: 43 
18:39:03.951 WARN  Total entity selfie-taking time: 2 
18:39:03.951 WARN  Total time: 776 
18:39:05.119 WARN  ~~ LOOPS: 5. ENTITY #: 242//69. VIEW #: 2. BACKLOGGED :: 333.600%! ~~ 
18:39:05.119 WARN  Total activation time: 148 
18:39:05.119 WARN  Total collision time: 245 
18:39:05.119 WARN  Total cycle time: 163 
18:39:05.119 WARN  Total player update time: 264 
18:39:05.119 WARN  Total lb+minimap processing time: 100 
18:39:05.119 WARN  Total entity physics calculation time: 26 
18:39:05.119 WARN  Total entity life+thought cycle time: 24 
18:39:05.119 WARN  Total entity selfie-taking time: 1 
18:39:05.119 WARN  Total time: 971 
18:39:06.250 WARN  ~~ LOOPS: 4. ENTITY #: 243//74. VIEW #: 2. BACKLOGGED :: 464.250%! ~~ 
18:39:06.250 WARN  Total activation time: 23 
18:39:06.250 WARN  Total collision time: 272 
18:39:06.250 WARN  Total cycle time: 324 
18:39:06.250 WARN  Total player update time: 21 
18:39:06.250 WARN  Total lb+minimap processing time: 87 
18:39:06.250 WARN  Total entity physics calculation time: 148 
18:39:06.250 WARN  Total entity life+thought cycle time: 4 
18:39:06.250 WARN  Total entity selfie-taking time: 1 
18:39:06.251 WARN  Total time: 880 
18:39:07.676 WARN  ~~ LOOPS: 4. ENTITY #: 242//70. VIEW #: 2. BACKLOGGED :: 637.500%! ~~ 
18:39:07.676 WARN  Total activation time: 42 
18:39:07.676 WARN  Total collision time: 515 
18:39:07.676 WARN  Total cycle time: 293 
18:39:07.732 WARN  Total player update time: 353 
18:39:07.732 WARN  Total lb+minimap processing time: 78 
18:39:07.732 WARN  Total entity physics calculation time: 146 
18:39:07.732 WARN  Total entity life+thought cycle time: 130 
18:39:07.732 WARN  Total entity selfie-taking time: 2 
18:39:07.732 WARN  Total time: 1559 
18:39:09.022 WARN  ~~ LOOPS: 3. ENTITY #: 242//70. VIEW #: 2. BACKLOGGED :: 892.000%! ~~ 
18:39:09.022 WARN  Total activation time: 144 
18:39:09.022 WARN  Total collision time: 571 
18:39:09.022 WARN  Total cycle time: 177 
18:39:09.022 WARN  Total player update time: 229 
18:39:09.022 WARN  Total lb+minimap processing time: 52 
18:39:09.022 WARN  Total entity physics calculation time: 169 
18:39:09.022 WARN  Total entity life+thought cycle time: 3 
18:39:09.022 WARN  Total entity selfie-taking time: 0 
18:39:09.022 WARN  Total time: 1345 
18:39:10.180 WARN  ~~ LOOPS: 13. ENTITY #: 242//71. VIEW #: 2. BACKLOGGED :: 121.615%! ~~ 
18:39:10.180 WARN  Total activation time: 33 
18:39:10.180 WARN  Total collision time: 234 
18:39:10.180 WARN  Total cycle time: 260 
18:39:10.180 WARN  Total player update time: 85 
18:39:10.180 WARN  Total lb+minimap processing time: 67 
18:39:10.180 WARN  Total entity physics calculation time: 85 
18:39:10.180 WARN  Total entity life+thought cycle time: 105 
18:39:10.180 WARN  Total entity selfie-taking time: 13 
18:39:10.180 WARN  Total time: 882 
18:39:20.910 WARN  ~~ LOOPS: 10. ENTITY #: 242//69. VIEW #: 2. BACKLOGGED :: 209.700%! ~~ 
18:39:20.910 WARN  Total activation time: 9 
18:39:20.910 WARN  Total collision time: 487 
18:39:20.910 WARN  Total cycle time: 203 
18:39:20.910 WARN  Total player update time: 129 
18:39:20.910 WARN  Total lb+minimap processing time: 24 
18:39:20.910 WARN  Total entity physics calculation time: 9 
18:39:20.910 WARN  Total entity life+thought cycle time: 13 
18:39:20.910 WARN  Total entity selfie-taking time: 19 
18:39:20.910 WARN  Total time: 893 
18:39:22.279 WARN  ~~ LOOPS: 8. ENTITY #: 242//73. VIEW #: 2. BACKLOGGED :: 293.250%! ~~ 
18:39:22.279 WARN  Total activation time: 51 
18:39:22.279 WARN  Total collision time: 342 
18:39:22.279 WARN  Total cycle time: 389 
18:39:22.279 WARN  Total player update time: 152 
18:39:22.279 WARN  Total lb+minimap processing time: 126 
18:39:22.279 WARN  Total entity physics calculation time: 26 
18:39:22.279 WARN  Total entity life+thought cycle time: 122 
18:39:22.279 WARN  Total entity selfie-taking time: 101 
18:39:22.279 WARN  Total time: 1309 
18:39:23.482 WARN  ~~ LOOPS: 8. ENTITY #: 242//69. VIEW #: 2. BACKLOGGED :: 195.750%! ~~ 
18:39:23.482 WARN  Total activation time: 34 
18:39:23.482 WARN  Total collision time: 386 
18:39:23.482 WARN  Total cycle time: 102 
18:39:23.482 WARN  Total player update time: 125 
18:39:23.484 WARN  Total lb+minimap processing time: 89 
18:39:23.492 WARN  Total entity physics calculation time: 44 
18:39:23.492 WARN  Total entity life+thought cycle time: 5 
18:39:23.492 WARN  Total entity selfie-taking time: 15 
18:39:23.492 WARN  Total time: 800 
18:39:24.640 WARN  ~~ LOOPS: 14. ENTITY #: 242//71. VIEW #: 2. BACKLOGGED :: 115.500%! ~~ 
18:39:24.641 WARN  Total activation time: 75 
18:39:24.641 WARN  Total collision time: 105 
18:39:24.641 WARN  Total cycle time: 359 
18:39:24.642 WARN  Total player update time: 49 
18:39:24.642 WARN  Total lb+minimap processing time: 45 
18:39:24.642 WARN  Total entity physics calculation time: 82 
18:39:24.643 WARN  Total entity life+thought cycle time: 88 
18:39:24.644 WARN  Total entity selfie-taking time: 14 
18:39:24.644 WARN  Total time: 817 
18:39:33.975 WARN  ~~ LOOPS: 11. ENTITY #: 242//71. VIEW #: 2. BACKLOGGED :: 154.091%! ~~ 
18:39:33.975 WARN  Total activation time: 11 
18:39:33.975 WARN  Total collision time: 167 
18:39:33.975 WARN  Total cycle time: 336 
18:39:33.975 WARN  Total player update time: 86 
18:39:33.976 WARN  Total lb+minimap processing time: 48 
18:39:33.976 WARN  Total entity physics calculation time: 9 
18:39:33.976 WARN  Total entity life+thought cycle time: 59 
18:39:33.976 WARN  Total entity selfie-taking time: 2 
18:39:33.976 WARN  Total time: 718 
18:39:35.127 WARN  ~~ LOOPS: 7. ENTITY #: 242//70. VIEW #: 2. BACKLOGGED :: 280.286%! ~~ 
18:39:35.127 WARN  Total activation time: 43 
18:39:35.128 WARN  Total collision time: 400 
18:39:35.128 WARN  Total cycle time: 211 
18:39:35.193 WARN  Total player update time: 68 
18:39:35.193 WARN  Total lb+minimap processing time: 85 
18:39:35.193 WARN  Total entity physics calculation time: 13 
18:39:35.193 WARN  Total entity life+thought cycle time: 73 
18:39:35.193 WARN  Total entity selfie-taking time: 84 
18:39:35.193 WARN  Total time: 977 
18:39:36.425 WARN  ~~ LOOPS: 4. ENTITY #: 242//69. VIEW #: 2. BACKLOGGED :: 674.250%! ~~ 
18:39:36.425 WARN  Total activation time: 50 
18:39:36.425 WARN  Total collision time: 706 
18:39:36.425 WARN  Total cycle time: 143 
18:39:36.425 WARN  Total player update time: 54 
18:39:36.425 WARN  Total lb+minimap processing time: 145 
18:39:36.425 WARN  Total entity physics calculation time: 87 
18:39:36.425 WARN  Total entity life+thought cycle time: 2 
18:39:36.425 WARN  Total entity selfie-taking time: 1 
18:39:36.425 WARN  Total time: 1188 
18:39:37.491 WARN  ~~ LOOPS: 6. ENTITY #: 242//73. VIEW #: 2. BACKLOGGED :: 306.000%! ~~ 
18:39:37.491 WARN  Total activation time: 41 
18:39:37.491 WARN  Total collision time: 256 
18:39:37.491 WARN  Total cycle time: 315 
18:39:37.492 WARN  Total player update time: 179 
18:39:37.505 WARN  Total lb+minimap processing time: 29 
18:39:37.505 WARN  Total entity physics calculation time: 146 
18:39:37.505 WARN  Total entity life+thought cycle time: 23 
18:39:37.506 WARN  Total entity selfie-taking time: 51 
18:39:37.506 WARN  Total time: 1040 
18:39:51.378 WARN  ~~ LOOPS: 6. ENTITY #: 242//70. VIEW #: 2. BACKLOGGED :: 158.000%! ~~ 
18:39:51.378 WARN  Total activation time: 112 
18:39:51.378 WARN  Total collision time: 62 
18:39:51.378 WARN  Total cycle time: 142 
18:39:51.378 WARN  Total player update time: 11 
18:39:51.378 WARN  Total lb+minimap processing time: 299 
18:39:51.378 WARN  Total entity physics calculation time: 23 
18:39:51.378 WARN  Total entity life+thought cycle time: 89 
18:39:51.378 WARN  Total entity selfie-taking time: 7 
18:39:51.378 WARN  Total time: 745 
18:39:52.453 WARN  ~~ LOOPS: 7. ENTITY #: 242//71. VIEW #: 2. BACKLOGGED :: 297.857%! ~~ 
18:39:52.453 WARN  Total activation time: 88 
18:39:52.453 WARN  Total collision time: 282 
18:39:52.453 WARN  Total cycle time: 325 
18:39:52.453 WARN  Total player update time: 82 
18:39:52.453 WARN  Total lb+minimap processing time: 57 
18:39:52.454 WARN  Total entity physics calculation time: 41 
18:39:52.454 WARN  Total entity life+thought cycle time: 189 
18:39:52.454 WARN  Total entity selfie-taking time: 59 
18:39:52.454 WARN  Total time: 1123 
18:39:53.789 WARN  ~~ LOOPS: 9. ENTITY #: 242//70. VIEW #: 2. BACKLOGGED :: 263.667%! ~~ 
18:39:53.789 WARN  Total activation time: 11 
18:39:53.789 WARN  Total collision time: 301 
18:39:53.789 WARN  Total cycle time: 479 
18:39:53.789 WARN  Total player update time: 110 
18:39:53.789 WARN  Total lb+minimap processing time: 99 
18:39:53.789 WARN  Total entity physics calculation time: 187 
18:39:53.789 WARN  Total entity life+thought cycle time: 208 
18:39:53.789 WARN  Total entity selfie-taking time: 5 
18:39:53.789 WARN  Total time: 1400 
18:39:54.857 WARN  ~~ LOOPS: 9. ENTITY #: 242//72. VIEW #: 2. BACKLOGGED :: 174.667%! ~~ 
18:39:54.857 WARN  Total activation time: 26 
18:39:54.857 WARN  Total collision time: 181 
18:39:54.857 WARN  Total cycle time: 317 
18:39:54.857 WARN  Total player update time: 45 
18:39:54.857 WARN  Total lb+minimap processing time: 62 
18:39:54.857 WARN  Total entity physics calculation time: 111 
18:39:54.857 WARN  Total entity life+thought cycle time: 55 
18:39:54.857 WARN  Total entity selfie-taking time: 31 
18:39:54.857 WARN  Total time: 828 
18:39:56.066 WARN  ~~ LOOPS: 10. ENTITY #: 241//70. VIEW #: 2. BACKLOGGED :: 173.400%! ~~ 
18:39:56.066 WARN  Total activation time: 11 
18:39:56.066 WARN  Total collision time: 267 
18:39:56.066 WARN  Total cycle time: 300 
18:39:56.066 WARN  Total player update time: 79 
18:39:56.066 WARN  Total lb+minimap processing time: 151 
18:39:56.066 WARN  Total entity physics calculation time: 97 
18:39:56.066 WARN  Total entity life+thought cycle time: 21 
18:39:56.066 WARN  Total entity selfie-taking time: 2 
18:39:56.066 WARN  Total time: 928 
18:39:57.106 WARN  ~~ LOOPS: 10. ENTITY #: 242//70. VIEW #: 2. BACKLOGGED :: 172.500%! ~~ 
18:39:57.107 WARN  Total activation time: 86 
18:39:57.107 WARN  Total collision time: 224 
18:39:57.109 WARN  Total cycle time: 265 
18:39:57.109 WARN  Total player update time: 102 
18:39:57.110 WARN  Total lb+minimap processing time: 21 
18:39:57.110 WARN  Total entity physics calculation time: 28 
18:39:57.110 WARN  Total entity life+thought cycle time: 96 
18:39:57.111 WARN  Total entity selfie-taking time: 38 
18:39:57.111 WARN  Total time: 860 
18:40:18.455 WARN  ~~ LOOPS: 12. ENTITY #: 242//71. VIEW #: 2. BACKLOGGED :: 103.000%! ~~ 
18:40:18.456 WARN  Total activation time: 63 
18:40:18.457 WARN  Total collision time: 172 
18:40:18.457 WARN  Total cycle time: 177 
18:40:18.460 WARN  Total player update time: 68 
18:40:18.460 WARN  Total lb+minimap processing time: 28 
18:40:18.460 WARN  Total entity physics calculation time: 53 
18:40:18.468 WARN  Total entity life+thought cycle time: 29 
18:40:18.468 WARN  Total entity selfie-taking time: 5 
18:40:18.471 WARN  Total time: 595 
18:40:32.832 WARN  ~~ LOOPS: 14. ENTITY #: 242//71. VIEW #: 2. BACKLOGGED :: 119.143%! ~~ 
18:40:32.832 WARN  Total activation time: 25 
18:40:32.832 WARN  Total collision time: 310 
18:40:32.832 WARN  Total cycle time: 221 
18:40:32.832 WARN  Total player update time: 41 
18:40:32.832 WARN  Total lb+minimap processing time: 73 
18:40:32.832 WARN  Total entity physics calculation time: 40 
18:40:32.832 WARN  Total entity life+thought cycle time: 85 
18:40:32.832 WARN  Total entity selfie-taking time: 33 
18:40:32.832 WARN  Total time: 828 
18:40:33.971 WARN  ~~ LOOPS: 12. ENTITY #: 242//71. VIEW #: 2. BACKLOGGED :: 150.000%! ~~ 
18:40:33.971 WARN  Total activation time: 44 
18:40:33.971 WARN  Total collision time: 383 
18:40:33.971 WARN  Total cycle time: 173 
18:40:33.971 WARN  Total player update time: 49 
18:40:33.971 WARN  Total lb+minimap processing time: 23 
18:40:33.971 WARN  Total entity physics calculation time: 10 
18:40:33.971 WARN  Total entity life+thought cycle time: 30 
18:40:33.971 WARN  Total entity selfie-taking time: 43 
18:40:33.971 WARN  Total time: 755 
18:40:49.368 WARN  ~~ LOOPS: 13. ENTITY #: 242//71. VIEW #: 2. BACKLOGGED :: 130.846%! ~~ 
18:40:49.368 WARN  Total activation time: 17 
18:40:49.368 WARN  Total collision time: 259 
18:40:49.368 WARN  Total cycle time: 291 
18:40:49.368 WARN  Total player update time: 54 
18:40:49.368 WARN  Total lb+minimap processing time: 20 
18:40:49.373 WARN  Total entity physics calculation time: 50 
18:40:49.373 WARN  Total entity life+thought cycle time: 67 
18:40:49.373 WARN  Total entity selfie-taking time: 48 
18:40:49.373 WARN  Total time: 806 
18:41:03.760 WARN  ~~ LOOPS: 13. ENTITY #: 242//71. VIEW #: 2. BACKLOGGED :: 124.154%! ~~ 
18:41:03.760 WARN  Total activation time: 22 
18:41:03.760 WARN  Total collision time: 268 
18:41:03.760 WARN  Total cycle time: 248 
18:41:03.760 WARN  Total player update time: 44 
18:41:03.760 WARN  Total lb+minimap processing time: 48 
18:41:03.760 WARN  Total entity physics calculation time: 27 
18:41:03.760 WARN  Total entity life+thought cycle time: 20 
18:41:03.760 WARN  Total entity selfie-taking time: 69 
18:41:03.760 WARN  Total time: 746 
18:41:04.804 WARN  ~~ LOOPS: 6. ENTITY #: 242//71. VIEW #: 2. BACKLOGGED :: 317.500%! ~~ 
18:41:04.804 WARN  Total activation time: 100 
18:41:04.804 WARN  Total collision time: 273 
18:41:04.805 WARN  Total cycle time: 262 
18:41:04.805 WARN  Total player update time: 117 
18:41:04.817 WARN  Total lb+minimap processing time: 38 
18:41:04.817 WARN  Total entity physics calculation time: 110 
18:41:04.817 WARN  Total entity life+thought cycle time: 87 
18:41:04.818 WARN  Total entity selfie-taking time: 10 
18:41:04.818 WARN  Total time: 997 
18:41:05.831 WARN  ~~ LOOPS: 14. ENTITY #: 242//70. VIEW #: 2. BACKLOGGED :: 120.000%! ~~ 
18:41:05.831 WARN  Total activation time: 96 
18:41:05.831 WARN  Total collision time: 252 
18:41:05.832 WARN  Total cycle time: 212 
18:41:05.832 WARN  Total player update time: 26 
18:41:05.834 WARN  Total lb+minimap processing time: 4 
18:41:05.835 WARN  Total entity physics calculation time: 17 
18:41:05.835 WARN  Total entity life+thought cycle time: 37 
18:41:05.836 WARN  Total entity selfie-taking time: 42 
18:41:05.836 WARN  Total time: 686 
18:41:11.096 WARN  ~~ LOOPS: 12. ENTITY #: 242//70. VIEW #: 2. BACKLOGGED :: 141.750%! ~~ 
18:41:11.096 WARN  Total activation time: 45 
18:41:11.097 WARN  Total collision time: 229 
18:41:11.097 WARN  Total cycle time: 292 
18:41:11.097 WARN  Total player update time: 57 
18:41:11.097 WARN  Total lb+minimap processing time: 31 
18:41:11.098 WARN  Total entity physics calculation time: 102 
18:41:11.098 WARN  Total entity life+thought cycle time: 48 
18:41:11.098 WARN  Total entity selfie-taking time: 11 
18:41:11.098 WARN  Total time: 815 
18:41:19.429 WARN  ~~ LOOPS: 12. ENTITY #: 243//71. VIEW #: 2. BACKLOGGED :: 128.750%! ~~ 
18:41:19.429 WARN  Total activation time: 38 
18:41:19.430 WARN  Total collision time: 265 
18:41:19.430 WARN  Total cycle time: 212 
18:41:19.430 WARN  Total player update time: 91 
18:41:19.430 WARN  Total lb+minimap processing time: 42 
18:41:19.431 WARN  Total entity physics calculation time: 57 
18:41:19.431 WARN  Total entity life+thought cycle time: 71 
18:41:19.431 WARN  Total entity selfie-taking time: 14 
18:41:19.431 WARN  Total time: 790 
18:41:34.763 WARN  ~~ LOOPS: 14. ENTITY #: 243//72. VIEW #: 2. BACKLOGGED :: 110.571%! ~~ 
18:41:34.763 WARN  Total activation time: 20 
18:41:34.763 WARN  Total collision time: 234 
18:41:34.763 WARN  Total cycle time: 262 
18:41:34.763 WARN  Total player update time: 36 
18:41:34.763 WARN  Total lb+minimap processing time: 43 
18:41:34.763 WARN  Total entity physics calculation time: 37 
18:41:34.763 WARN  Total entity life+thought cycle time: 63 
18:41:34.763 WARN  Total entity selfie-taking time: 21 
18:41:34.763 WARN  Total time: 716 
18:41:35.802 WARN  ~~ LOOPS: 11. ENTITY #: 243//71. VIEW #: 2. BACKLOGGED :: 136.636%! ~~ 
18:41:35.802 WARN  Total activation time: 21 
18:41:35.802 WARN  Total collision time: 290 
18:41:35.802 WARN  Total cycle time: 190 
18:41:35.802 WARN  Total player update time: 28 
18:41:35.802 WARN  Total lb+minimap processing time: 22 
18:41:35.802 WARN  Total entity physics calculation time: 17 
18:41:35.802 WARN  Total entity life+thought cycle time: 41 
18:41:35.802 WARN  Total entity selfie-taking time: 35 
18:41:35.802 WARN  Total time: 644 
19:01:37.733 WARN  ~~ LOOPS: 12. ENTITY #: 236//15. VIEW #: 0. BACKLOGGED :: 100.250%! ~~ 
19:01:37.734 WARN  Total activation time: 43 
19:01:37.734 WARN  Total collision time: 0 
19:01:37.737 WARN  Total cycle time: 358 
19:01:37.737 WARN  Total player update time: 0 
19:01:37.738 WARN  Total lb+minimap processing time: 114 
19:01:37.738 WARN  Total entity physics calculation time: 138 
19:01:37.738 WARN  Total entity life+thought cycle time: 126 
19:01:37.745 WARN  Total entity selfie-taking time: 16 
19:01:37.745 WARN  Total time: 795 
21:08:28.412 WARN  ~~ LOOPS: 12. ENTITY #: 266//78. VIEW #: 1. BACKLOGGED :: 108.250%! ~~ 
21:08:28.412 WARN  Total activation time: 124 
21:08:28.412 WARN  Total collision time: 32 
21:08:28.412 WARN  Total cycle time: 277 
21:08:28.412 WARN  Total player update time: 110 
21:08:28.412 WARN  Total lb+minimap processing time: 16 
21:08:28.412 WARN  Total entity physics calculation time: 81 
21:08:28.413 WARN  Total entity life+thought cycle time: 53 
21:08:28.413 WARN  Total entity selfie-taking time: 40 
21:08:28.413 WARN  Total time: 733 
21:09:00.579 WARN  ~~ LOOPS: 12. ENTITY #: 261//49. VIEW #: 1. BACKLOGGED :: 131.000%! ~~ 
21:09:00.608 WARN  Total activation time: 47 
21:09:00.609 WARN  Total collision time: 20 
21:09:00.609 WARN  Total cycle time: 457 
21:09:00.610 WARN  Total player update time: 48 
21:09:00.610 WARN  Total lb+minimap processing time: 27 
21:09:00.624 WARN  Total entity physics calculation time: 15 
21:09:00.625 WARN  Total entity life+thought cycle time: 241 
21:09:00.625 WARN  Total entity selfie-taking time: 64 
21:09:00.626 WARN  Total time: 919 
21:13:30.218 WARN  ~~ LOOPS: 11. ENTITY #: 245//19. VIEW #: 2. BACKLOGGED :: 114.818%! ~~ 
21:13:30.218 WARN  Total activation time: 257 
21:13:30.218 WARN  Total collision time: 0 
21:13:30.218 WARN  Total cycle time: 164 
21:13:30.218 WARN  Total player update time: 59 
21:13:30.218 WARN  Total lb+minimap processing time: 35 
21:13:30.218 WARN  Total entity physics calculation time: 22 
21:13:30.218 WARN  Total entity life+thought cycle time: 4 
21:13:30.218 WARN  Total entity selfie-taking time: 1 
21:13:30.219 WARN  Total time: 542 
21:15:30.376 WARN  ~~ LOOPS: 11. ENTITY #: 315//69. VIEW #: 3. BACKLOGGED :: 153.273%! ~~ 
21:15:30.376 WARN  Total activation time: 138 
21:15:30.376 WARN  Total collision time: 32 
21:15:30.376 WARN  Total cycle time: 392 
21:15:30.376 WARN  Total player update time: 169 
21:15:30.376 WARN  Total lb+minimap processing time: 127 
21:15:30.376 WARN  Total entity physics calculation time: 4 
21:15:30.376 WARN  Total entity life+thought cycle time: 217 
21:15:30.376 WARN  Total entity selfie-taking time: 17 
21:15:30.376 WARN  Total time: 1096 
21:15:31.517 WARN  ~~ LOOPS: 7. ENTITY #: 314//66. VIEW #: 2. BACKLOGGED :: 205.286%! ~~ 
21:15:31.518 WARN  Total activation time: 111 
21:15:31.519 WARN  Total collision time: 33 
21:15:31.519 WARN  Total cycle time: 335 
21:15:31.519 WARN  Total player update time: 21 
21:15:31.520 WARN  Total lb+minimap processing time: 43 
21:15:31.520 WARN  Total entity physics calculation time: 56 
21:15:31.520 WARN  Total entity life+thought cycle time: 115 
21:15:31.530 WARN  Total entity selfie-taking time: 60 
21:15:31.530 WARN  Total time: 774 
21:16:00.349 WARN  ~~ LOOPS: 11. ENTITY #: 308//89. VIEW #: 3. BACKLOGGED :: 151.909%! ~~ 
21:16:00.350 WARN  Total activation time: 38 
21:16:00.371 WARN  Total collision time: 24 
21:16:00.371 WARN  Total cycle time: 495 
21:16:00.373 WARN  Total player update time: 178 
21:16:00.373 WARN  Total lb+minimap processing time: 92 
21:16:00.374 WARN  Total entity physics calculation time: 52 
21:16:00.385 WARN  Total entity life+thought cycle time: 193 
21:16:00.386 WARN  Total entity selfie-taking time: 63 
21:16:00.386 WARN  Total time: 1135 
21:16:01.773 WARN  ~~ LOOPS: 4. ENTITY #: 308//94. VIEW #: 3. BACKLOGGED :: 225.750%! ~~ 
21:16:01.773 WARN  Total activation time: 61 
21:16:01.773 WARN  Total collision time: 2 
21:16:01.774 WARN  Total cycle time: 238 
21:16:01.774 WARN  Total player update time: 441 
21:16:01.774 WARN  Total lb+minimap processing time: 179 
21:16:01.774 WARN  Total entity physics calculation time: 3 
21:16:01.774 WARN  Total entity life+thought cycle time: 30 
21:16:01.775 WARN  Total entity selfie-taking time: 33 
21:16:01.858 WARN  Total time: 987 
21:16:02.919 WARN  ~~ LOOPS: 4. ENTITY #: 307//101. VIEW #: 3. BACKLOGGED :: 408.750%! ~~ 
21:16:02.919 WARN  Total activation time: 58 
21:16:02.919 WARN  Total collision time: 97 
21:16:02.919 WARN  Total cycle time: 390 
21:16:02.919 WARN  Total player update time: 152 
21:16:02.919 WARN  Total lb+minimap processing time: 54 
21:16:02.919 WARN  Total entity physics calculation time: 41 
21:16:02.919 WARN  Total entity life+thought cycle time: 154 
21:16:02.919 WARN  Total entity selfie-taking time: 18 
21:16:02.921 WARN  Total time: 964 
21:16:04.086 WARN  ~~ LOOPS: 9. ENTITY #: 272//61. VIEW #: 3. BACKLOGGED :: 160.333%! ~~ 
21:16:04.086 WARN  Total activation time: 175 
21:16:04.087 WARN  Total collision time: 2 
21:16:04.087 WARN  Total cycle time: 304 
21:16:04.087 WARN  Total player update time: 93 
21:16:04.144 WARN  Total lb+minimap processing time: 138 
21:16:04.145 WARN  Total entity physics calculation time: 44 
21:16:04.145 WARN  Total entity life+thought cycle time: 38 
21:16:04.145 WARN  Total entity selfie-taking time: 1 
21:16:04.216 WARN  Total time: 795 
21:16:42.064 WARN  ~~ LOOPS: 13. ENTITY #: 311//148. VIEW #: 3. BACKLOGGED :: 130.615%! ~~ 
21:16:42.064 WARN  Total activation time: 104 
21:16:42.064 WARN  Total collision time: 198 
21:16:42.064 WARN  Total cycle time: 264 
21:16:42.067 WARN  Total player update time: 88 
21:16:42.067 WARN  Total lb+minimap processing time: 19 
21:16:42.067 WARN  Total entity physics calculation time: 10 
21:16:42.067 WARN  Total entity life+thought cycle time: 130 
21:16:42.067 WARN  Total entity selfie-taking time: 23 
21:16:42.067 WARN  Total time: 836 
21:16:46.270 WARN  ~~ LOOPS: 12. ENTITY #: 320//158. VIEW #: 3. BACKLOGGED :: 161.750%! ~~ 
21:16:46.270 WARN  Total activation time: 42 
21:16:46.270 WARN  Total collision time: 231 
21:16:46.270 WARN  Total cycle time: 374 
21:16:46.270 WARN  Total player update time: 63 
21:16:46.270 WARN  Total lb+minimap processing time: 37 
21:16:46.270 WARN  Total entity physics calculation time: 38 
21:16:46.270 WARN  Total entity life+thought cycle time: 163 
21:16:46.270 WARN  Total entity selfie-taking time: 28 
21:16:46.270 WARN  Total time: 976 
21:16:57.492 WARN  ~~ LOOPS: 14. ENTITY #: 362//156. VIEW #: 3. BACKLOGGED :: 112.071%! ~~ 
21:16:57.527 WARN  Total activation time: 53 
21:16:57.527 WARN  Total collision time: 180 
21:16:57.527 WARN  Total cycle time: 290 
21:16:57.527 WARN  Total player update time: 129 
21:16:57.527 WARN  Total lb+minimap processing time: 100 
21:16:57.527 WARN  Total entity physics calculation time: 81 
21:16:57.527 WARN  Total entity life+thought cycle time: 82 
21:16:57.527 WARN  Total entity selfie-taking time: 67 
21:16:57.527 WARN  Total time: 982 
21:16:58.611 WARN  ~~ LOOPS: 5. ENTITY #: 367//165. VIEW #: 3. BACKLOGGED :: 255.600%! ~~ 
21:16:58.611 WARN  Total activation time: 77 
21:16:58.611 WARN  Total collision time: 130 
21:16:58.611 WARN  Total cycle time: 218 
21:16:58.611 WARN  Total player update time: 149 
21:16:58.611 WARN  Total lb+minimap processing time: 86 
21:16:58.611 WARN  Total entity physics calculation time: 39 
21:16:58.612 WARN  Total entity life+thought cycle time: 111 
21:16:58.612 WARN  Total entity selfie-taking time: 8 
21:16:58.612 WARN  Total time: 818 
