20:06:05.418 WARN  ~~ LOOPS: 13. ENTITY #: 477//78. VIEW #: 1. BACKLOGGED :: 139.154%! ~~ 
21:38:39.736 WARN  Total entity physics calculation time: 60 
21:38:39.736 WARN  Total entity life+thought cycle time: 200 
21:38:39.736 WARN  Total entity selfie-taking time: 105 
21:38:39.736 WARN  Total time: 1436 
21:38:40.825 WARN  ~~ LOOPS: 13. ENTITY #: 409//187. VIEW #: 2. BACKLOGGED :: 113.077%! ~~ 
21:38:40.825 WARN  Total activation time: 82 
21:38:40.825 WARN  Total collision time: 32 
21:38:40.825 WARN  Total cycle time: 375 
21:38:40.825 WARN  Total player update time: 73 
21:38:40.825 WARN  Total lb+minimap processing time: 68 
21:38:40.825 WARN  Total entity physics calculation time: 41 
21:38:40.825 WARN  Total entity life+thought cycle time: 112 
21:38:40.825 WARN  Total entity selfie-taking time: 39 
21:38:40.825 WARN  Total time: 822 
21:39:39.251 WARN  ~~ LOOPS: 10. ENTITY #: 392//87. VIEW #: 2. BACKLOGGED :: 170.100%! ~~ 
21:39:39.251 WARN  Total activation time: 67 
21:39:39.251 WARN  Total collision time: 19 
21:39:39.251 WARN  Total cycle time: 481 
21:39:39.251 WARN  Total player update time: 116 
21:39:39.251 WARN  Total lb+minimap processing time: 98 
21:39:39.251 WARN  Total entity physics calculation time: 54 
21:39:39.251 WARN  Total entity life+thought cycle time: 158 
21:39:39.252 WARN  Total entity selfie-taking time: 36 
21:39:39.252 WARN  Total time: 1029 
21:41:08.914 WARN  ~~ LOOPS: 8. ENTITY #: 366//50. VIEW #: 2. BACKLOGGED :: 151.125%! ~~ 
21:41:08.916 WARN  Total activation time: 71 
21:41:08.916 WARN  Total collision time: 3 
21:41:08.917 WARN  Total cycle time: 329 
21:41:08.918 WARN  Total player update time: 85 
21:41:08.918 WARN  Total lb+minimap processing time: 204 
21:41:08.972 WARN  Total entity physics calculation time: 25 
21:41:08.973 WARN  Total entity life+thought cycle time: 229 
21:41:08.973 WARN  Total entity selfie-taking time: 9 
21:41:08.974 WARN  Total time: 955 
21:41:10.065 WARN  ~~ LOOPS: 8. ENTITY #: 364//47. VIEW #: 2. BACKLOGGED :: 189.000%! ~~ 
21:41:10.065 WARN  Total activation time: 154 
21:41:10.065 WARN  Total collision time: 3 
21:41:10.065 WARN  Total cycle time: 347 
21:41:10.065 WARN  Total player update time: 191 
21:41:10.065 WARN  Total lb+minimap processing time: 97 
21:41:10.065 WARN  Total entity physics calculation time: 100 
21:41:10.065 WARN  Total entity life+thought cycle time: 95 
21:41:10.065 WARN  Total entity selfie-taking time: 23 
21:41:10.065 WARN  Total time: 1010 
21:41:12.339 WARN  ~~ LOOPS: 11. ENTITY #: 366//48. VIEW #: 2. BACKLOGGED :: 142.636%! ~~ 
21:41:12.339 WARN  Total activation time: 45 
21:41:12.340 WARN  Total collision time: 9 
21:41:12.356 WARN  Total cycle time: 469 
21:41:12.356 WARN  Total player update time: 76 
21:41:12.357 WARN  Total lb+minimap processing time: 233 
21:41:12.357 WARN  Total entity physics calculation time: 45 
21:41:12.357 WARN  Total entity life+thought cycle time: 140 
21:41:12.357 WARN  Total entity selfie-taking time: 44 
21:41:12.357 WARN  Total time: 1061 
21:41:13.458 WARN  ~~ LOOPS: 14. ENTITY #: 368//49. VIEW #: 2. BACKLOGGED :: 108.000%! ~~ 
21:41:13.458 WARN  Total activation time: 83 
21:41:13.458 WARN  Total collision time: 35 
21:41:13.458 WARN  Total cycle time: 385 
21:41:13.458 WARN  Total player update time: 11 
21:41:13.458 WARN  Total lb+minimap processing time: 74 
21:41:13.459 WARN  Total entity physics calculation time: 53 
21:41:13.459 WARN  Total entity life+thought cycle time: 107 
21:41:13.459 WARN  Total entity selfie-taking time: 46 
21:41:13.459 WARN  Total time: 794 
21:41:39.642 WARN  ~~ LOOPS: 12. ENTITY #: 361//102. VIEW #: 2. BACKLOGGED :: 122.000%! ~~ 
21:41:39.642 WARN  Total activation time: 104 
21:41:39.642 WARN  Total collision time: 11 
21:41:39.642 WARN  Total cycle time: 373 
21:41:39.642 WARN  Total player update time: 151 
21:41:39.642 WARN  Total lb+minimap processing time: 27 
21:41:39.643 WARN  Total entity physics calculation time: 57 
21:41:39.643 WARN  Total entity life+thought cycle time: 119 
21:41:39.643 WARN  Total entity selfie-taking time: 8 
21:41:39.643 WARN  Total time: 850 
21:42:48.300 WARN  ~~ LOOPS: 14. ENTITY #: 399//70. VIEW #: 2. BACKLOGGED :: 115.286%! ~~ 
21:42:48.301 WARN  Total activation time: 71 
21:42:48.303 WARN  Total collision time: 7 
21:42:48.304 WARN  Total cycle time: 459 
21:42:48.305 WARN  Total player update time: 32 
21:42:48.307 WARN  Total lb+minimap processing time: 28 
21:42:48.308 WARN  Total entity physics calculation time: 85 
21:42:48.309 WARN  Total entity life+thought cycle time: 169 
21:42:48.310 WARN  Total entity selfie-taking time: 39 
21:42:48.310 WARN  Total time: 890 
21:43:23.135 WARN  ~~ LOOPS: 13. ENTITY #: 398//67. VIEW #: 2. BACKLOGGED :: 118.385%! ~~ 
21:43:23.135 WARN  Total activation time: 101 
21:43:23.135 WARN  Total collision time: 18 
21:43:23.135 WARN  Total cycle time: 393 
21:43:23.135 WARN  Total player update time: 47 
21:43:23.135 WARN  Total lb+minimap processing time: 83 
21:43:23.135 WARN  Total entity physics calculation time: 77 
21:43:23.135 WARN  Total entity life+thought cycle time: 76 
21:43:23.135 WARN  Total entity selfie-taking time: 39 
21:43:23.135 WARN  Total time: 834 
21:43:52.691 WARN  ~~ LOOPS: 13. ENTITY #: 397//63. VIEW #: 2. BACKLOGGED :: 102.000%! ~~ 
21:43:52.691 WARN  Total activation time: 121 
21:43:52.691 WARN  Total collision time: 18 
21:43:52.691 WARN  Total cycle time: 303 
21:43:52.691 WARN  Total player update time: 73 
21:43:52.698 WARN  Total lb+minimap processing time: 154 
21:43:52.698 WARN  Total entity physics calculation time: 96 
21:43:52.698 WARN  Total entity life+thought cycle time: 49 
21:43:52.699 WARN  Total entity selfie-taking time: 12 
21:43:52.699 WARN  Total time: 826 
21:43:54.069 WARN  ~~ LOOPS: 7. ENTITY #: 397//63. VIEW #: 2. BACKLOGGED :: 164.571%! ~~ 
21:43:54.070 WARN  Total activation time: 71 
21:43:54.070 WARN  Total collision time: 2 
21:43:54.070 WARN  Total cycle time: 311 
21:43:54.070 WARN  Total player update time: 94 
21:43:54.070 WARN  Total lb+minimap processing time: 45 
21:43:54.070 WARN  Total entity physics calculation time: 58 
21:43:54.070 WARN  Total entity life+thought cycle time: 86 
21:43:54.070 WARN  Total entity selfie-taking time: 27 
21:43:54.071 WARN  Total time: 694 
21:44:23.623 WARN  ~~ LOOPS: 12. ENTITY #: 430//67. VIEW #: 2. BACKLOGGED :: 126.250%! ~~ 
21:44:23.623 WARN  Total activation time: 91 
21:44:23.623 WARN  Total collision time: 9 
21:44:23.623 WARN  Total cycle time: 383 
21:44:23.623 WARN  Total player update time: 67 
21:44:23.623 WARN  Total lb+minimap processing time: 151 
21:44:23.623 WARN  Total entity physics calculation time: 94 
21:44:23.623 WARN  Total entity life+thought cycle time: 71 
21:44:23.623 WARN  Total entity selfie-taking time: 34 
21:44:23.623 WARN  Total time: 900 
21:44:30.987 WARN  ~~ LOOPS: 13. ENTITY #: 429//178. VIEW #: 2. BACKLOGGED :: 114.000%! ~~ 
21:44:30.987 WARN  Total activation time: 103 
21:44:30.987 WARN  Total collision time: 32 
21:44:30.987 WARN  Total cycle time: 359 
21:44:30.987 WARN  Total player update time: 64 
21:44:30.987 WARN  Total lb+minimap processing time: 59 
21:44:30.987 WARN  Total entity physics calculation time: 43 
21:44:30.987 WARN  Total entity life+thought cycle time: 145 
21:44:30.987 WARN  Total entity selfie-taking time: 52 
21:44:30.987 WARN  Total time: 857 
21:44:32.108 WARN  ~~ LOOPS: 14. ENTITY #: 429//182. VIEW #: 2. BACKLOGGED :: 111.000%! ~~ 
21:44:32.108 WARN  Total activation time: 75 
21:44:32.108 WARN  Total collision time: 39 
21:44:32.108 WARN  Total cycle time: 404 
21:44:32.108 WARN  Total player update time: 114 
21:44:32.108 WARN  Total lb+minimap processing time: 117 
21:44:32.108 WARN  Total entity physics calculation time: 64 
21:44:32.108 WARN  Total entity life+thought cycle time: 153 
21:44:32.108 WARN  Total entity selfie-taking time: 47 
21:44:32.108 WARN  Total time: 1013 
21:44:36.249 WARN  ~~ LOOPS: 14. ENTITY #: 396//198. VIEW #: 2. BACKLOGGED :: 105.643%! ~~ 
21:44:36.250 WARN  Total activation time: 52 
21:44:36.251 WARN  Total collision time: 24 
21:44:36.251 WARN  Total cycle time: 417 
21:44:36.252 WARN  Total player update time: 45 
21:44:36.252 WARN  Total lb+minimap processing time: 24 
21:44:36.253 WARN  Total entity physics calculation time: 58 
21:44:36.253 WARN  Total entity life+thought cycle time: 171 
21:44:36.254 WARN  Total entity selfie-taking time: 26 
21:44:36.254 WARN  Total time: 817 
21:44:42.573 WARN  ~~ LOOPS: 14. ENTITY #: 387//172. VIEW #: 2. BACKLOGGED :: 108.429%! ~~ 
21:44:42.574 WARN  Total activation time: 44 
21:44:42.574 WARN  Total collision time: 43 
21:44:42.574 WARN  Total cycle time: 419 
21:44:42.574 WARN  Total player update time: 90 
21:44:42.574 WARN  Total lb+minimap processing time: 35 
21:44:42.574 WARN  Total entity physics calculation time: 25 
21:44:42.574 WARN  Total entity life+thought cycle time: 186 
21:44:42.574 WARN  Total entity selfie-taking time: 40 
21:44:42.574 WARN  Total time: 882 
21:44:53.191 WARN  ~~ LOOPS: 10. ENTITY #: 370//135. VIEW #: 2. BACKLOGGED :: 201.600%! ~~ 
21:44:53.191 WARN  Total activation time: 109 
21:44:53.191 WARN  Total collision time: 14 
21:44:53.191 WARN  Total cycle time: 549 
21:44:53.191 WARN  Total player update time: 162 
21:44:53.191 WARN  Total lb+minimap processing time: 45 
21:44:53.192 WARN  Total entity physics calculation time: 102 
21:44:53.201 WARN  Total entity life+thought cycle time: 245 
21:44:53.201 WARN  Total entity selfie-taking time: 61 
21:44:53.201 WARN  Total time: 1287 
21:46:53.320 WARN  ~~ LOOPS: 12. ENTITY #: 375//43. VIEW #: 2. BACKLOGGED :: 137.500%! ~~ 
21:46:53.321 WARN  Total activation time: 94 
21:46:53.321 WARN  Total collision time: 4 
21:46:53.321 WARN  Total cycle time: 452 
21:46:53.321 WARN  Total player update time: 42 
21:46:53.321 WARN  Total lb+minimap processing time: 133 
21:46:53.321 WARN  Total entity physics calculation time: 127 
21:46:53.321 WARN  Total entity life+thought cycle time: 103 
21:46:53.321 WARN  Total entity selfie-taking time: 4 
21:46:53.321 WARN  Total time: 959 
21:47:53.676 WARN  ~~ LOOPS: 13. ENTITY #: 373//39. VIEW #: 2. BACKLOGGED :: 117.692%! ~~ 
21:47:53.676 WARN  Total activation time: 64 
21:47:53.676 WARN  Total collision time: 16 
21:47:53.676 WARN  Total cycle time: 430 
21:47:53.676 WARN  Total player update time: 52 
21:47:53.676 WARN  Total lb+minimap processing time: 52 
21:47:53.676 WARN  Total entity physics calculation time: 121 
21:47:53.676 WARN  Total entity life+thought cycle time: 83 
21:47:53.676 WARN  Total entity selfie-taking time: 85 
21:47:53.676 WARN  Total time: 903 
21:48:53.395 WARN  ~~ LOOPS: 10. ENTITY #: 390//57. VIEW #: 2. BACKLOGGED :: 164.700%! ~~ 
21:48:53.396 WARN  Total activation time: 62 
21:48:53.396 WARN  Total collision time: 2 
21:48:53.399 WARN  Total cycle time: 485 
21:48:53.400 WARN  Total player update time: 69 
21:48:53.400 WARN  Total lb+minimap processing time: 20 
21:48:53.401 WARN  Total entity physics calculation time: 104 
21:48:53.402 WARN  Total entity life+thought cycle time: 176 
21:48:53.402 WARN  Total entity selfie-taking time: 6 
21:48:53.403 WARN  Total time: 924 
21:49:23.475 WARN  ~~ LOOPS: 12. ENTITY #: 386//51. VIEW #: 2. BACKLOGGED :: 129.000%! ~~ 
21:49:23.475 WARN  Total activation time: 45 
21:49:23.475 WARN  Total collision time: 10 
21:49:23.476 WARN  Total cycle time: 460 
21:49:23.479 WARN  Total player update time: 72 
21:49:23.479 WARN  Total lb+minimap processing time: 60 
21:49:23.479 WARN  Total entity physics calculation time: 131 
21:49:23.479 WARN  Total entity life+thought cycle time: 152 
21:49:23.479 WARN  Total entity selfie-taking time: 21 
21:49:23.479 WARN  Total time: 951 
21:50:23.467 WARN  ~~ LOOPS: 12. ENTITY #: 465//52. VIEW #: 2. BACKLOGGED :: 151.000%! ~~ 
21:50:23.467 WARN  Total activation time: 161 
21:50:23.467 WARN  Total collision time: 0 
21:50:23.467 WARN  Total cycle time: 443 
21:50:23.467 WARN  Total player update time: 72 
21:50:23.467 WARN  Total lb+minimap processing time: 229 
21:50:23.467 WARN  Total entity physics calculation time: 34 
21:50:23.467 WARN  Total entity life+thought cycle time: 131 
21:50:23.467 WARN  Total entity selfie-taking time: 9 
21:50:23.467 WARN  Total time: 1079 
21:50:53.169 WARN  ~~ LOOPS: 10. ENTITY #: 490//54. VIEW #: 2. BACKLOGGED :: 174.000%! ~~ 
21:50:53.169 WARN  Total activation time: 74 
21:50:53.170 WARN  Total collision time: 2 
21:50:53.170 WARN  Total cycle time: 504 
21:50:53.170 WARN  Total player update time: 115 
21:50:53.170 WARN  Total lb+minimap processing time: 168 
21:50:53.170 WARN  Total entity physics calculation time: 60 
21:50:53.170 WARN  Total entity life+thought cycle time: 152 
21:50:53.170 WARN  Total entity selfie-taking time: 54 
21:50:53.170 WARN  Total time: 1129 
21:50:54.319 WARN  ~~ LOOPS: 12. ENTITY #: 492//53. VIEW #: 2. BACKLOGGED :: 131.250%! ~~ 
21:50:54.319 WARN  Total activation time: 82 
21:50:54.319 WARN  Total collision time: 4 
21:50:54.319 WARN  Total cycle time: 438 
21:50:54.319 WARN  Total player update time: 73 
21:50:54.319 WARN  Total lb+minimap processing time: 89 
21:50:54.319 WARN  Total entity physics calculation time: 132 
21:50:54.319 WARN  Total entity life+thought cycle time: 105 
21:50:54.320 WARN  Total entity selfie-taking time: 12 
21:50:54.320 WARN  Total time: 935 
21:51:23.038 WARN  ~~ LOOPS: 12. ENTITY #: 498//50. VIEW #: 2. BACKLOGGED :: 104.750%! ~~ 
21:51:23.038 WARN  Total activation time: 107 
21:51:23.038 WARN  Total collision time: 1 
21:51:23.038 WARN  Total cycle time: 311 
21:51:23.038 WARN  Total player update time: 52 
21:51:23.038 WARN  Total lb+minimap processing time: 111 
21:51:23.038 WARN  Total entity physics calculation time: 126 
21:51:23.038 WARN  Total entity life+thought cycle time: 69 
21:51:23.038 WARN  Total entity selfie-taking time: 37 
21:51:23.039 WARN  Total time: 814 
21:51:29.393 WARN  ~~ LOOPS: 13. ENTITY #: 527//61. VIEW #: 2. BACKLOGGED :: 120.462%! ~~ 
21:51:29.393 WARN  Total activation time: 80 
21:51:29.393 WARN  Total collision time: 6 
21:51:29.393 WARN  Total cycle time: 436 
21:51:29.393 WARN  Total player update time: 69 
21:51:29.393 WARN  Total lb+minimap processing time: 60 
21:51:29.393 WARN  Total entity physics calculation time: 62 
21:51:29.393 WARN  Total entity life+thought cycle time: 173 
21:51:29.393 WARN  Total entity selfie-taking time: 30 
21:51:29.393 WARN  Total time: 916 
21:51:32.538 WARN  ~~ LOOPS: 14. ENTITY #: 630//159. VIEW #: 2. BACKLOGGED :: 114.214%! ~~ 
21:51:32.538 WARN  Total activation time: 92 
21:51:32.538 WARN  Total collision time: 23 
21:51:32.538 WARN  Total cycle time: 416 
21:51:32.538 WARN  Total player update time: 56 
21:51:32.538 WARN  Total lb+minimap processing time: 50 
21:51:32.538 WARN  Total entity physics calculation time: 75 
21:51:32.539 WARN  Total entity life+thought cycle time: 149 
21:51:32.539 WARN  Total entity selfie-taking time: 50 
21:51:32.539 WARN  Total time: 911 
21:51:33.666 WARN  ~~ LOOPS: 12. ENTITY #: 653//185. VIEW #: 2. BACKLOGGED :: 154.750%! ~~ 
21:51:33.666 WARN  Total activation time: 53 
21:51:33.666 WARN  Total collision time: 46 
21:51:33.666 WARN  Total cycle time: 520 
21:51:33.666 WARN  Total player update time: 122 
21:51:33.666 WARN  Total lb+minimap processing time: 83 
21:51:33.666 WARN  Total entity physics calculation time: 57 
21:51:33.666 WARN  Total entity life+thought cycle time: 187 
21:51:33.666 WARN  Total entity selfie-taking time: 42 
21:51:33.666 WARN  Total time: 1110 
21:51:34.802 WARN  ~~ LOOPS: 12. ENTITY #: 648//192. VIEW #: 2. BACKLOGGED :: 134.000%! ~~ 
21:51:34.802 WARN  Total activation time: 107 
21:51:34.802 WARN  Total collision time: 20 
21:51:34.802 WARN  Total cycle time: 408 
21:51:34.802 WARN  Total player update time: 116 
21:51:34.802 WARN  Total lb+minimap processing time: 105 
21:51:34.802 WARN  Total entity physics calculation time: 67 
21:51:34.803 WARN  Total entity life+thought cycle time: 137 
21:51:34.803 WARN  Total entity selfie-taking time: 28 
21:51:34.803 WARN  Total time: 988 
21:51:35.870 WARN  ~~ LOOPS: 10. ENTITY #: 648//193. VIEW #: 2. BACKLOGGED :: 150.300%! ~~ 
21:51:35.871 WARN  Total activation time: 79 
21:51:35.871 WARN  Total collision time: 14 
21:51:35.872 WARN  Total cycle time: 408 
21:51:35.873 WARN  Total player update time: 94 
21:51:35.873 WARN  Total lb+minimap processing time: 46 
21:51:35.874 WARN  Total entity physics calculation time: 51 
21:51:35.875 WARN  Total entity life+thought cycle time: 152 
21:51:35.875 WARN  Total entity selfie-taking time: 15 
21:51:35.876 WARN  Total time: 859 
21:51:37.012 WARN  ~~ LOOPS: 12. ENTITY #: 651//190. VIEW #: 2. BACKLOGGED :: 149.750%! ~~ 
21:51:37.012 WARN  Total activation time: 63 
21:51:37.012 WARN  Total collision time: 15 
21:51:37.012 WARN  Total cycle time: 521 
21:51:37.012 WARN  Total player update time: 118 
21:51:37.012 WARN  Total lb+minimap processing time: 105 
21:51:37.012 WARN  Total entity physics calculation time: 89 
21:51:37.012 WARN  Total entity life+thought cycle time: 216 
21:51:37.012 WARN  Total entity selfie-taking time: 33 
21:51:37.012 WARN  Total time: 1160 
21:51:38.090 WARN  ~~ LOOPS: 13. ENTITY #: 654//194. VIEW #: 2. BACKLOGGED :: 126.462%! ~~ 
21:51:38.091 WARN  Total activation time: 98 
21:51:38.091 WARN  Total collision time: 29 
21:51:38.092 WARN  Total cycle time: 420 
21:51:38.092 WARN  Total player update time: 105 
21:51:38.093 WARN  Total lb+minimap processing time: 74 
21:51:38.093 WARN  Total entity physics calculation time: 48 
21:51:38.094 WARN  Total entity life+thought cycle time: 190 
21:51:38.095 WARN  Total entity selfie-taking time: 19 
21:51:38.097 WARN  Total time: 983 
21:51:39.108 WARN  ~~ LOOPS: 14. ENTITY #: 661//198. VIEW #: 2. BACKLOGGED :: 106.286%! ~~ 
21:51:39.108 WARN  Total activation time: 60 
21:51:39.108 WARN  Total collision time: 18 
21:51:39.108 WARN  Total cycle time: 418 
21:51:39.108 WARN  Total player update time: 87 
21:51:39.108 WARN  Total lb+minimap processing time: 51 
21:51:39.108 WARN  Total entity physics calculation time: 66 
21:51:39.108 WARN  Total entity life+thought cycle time: 134 
21:51:39.108 WARN  Total entity selfie-taking time: 32 
21:51:39.108 WARN  Total time: 866 
21:51:40.191 WARN  ~~ LOOPS: 12. ENTITY #: 661//201. VIEW #: 2. BACKLOGGED :: 107.250%! ~~ 
21:51:40.192 WARN  Total activation time: 110 
21:51:40.194 WARN  Total collision time: 19 
21:51:40.203 WARN  Total cycle time: 299 
21:51:40.203 WARN  Total player update time: 87 
21:51:40.204 WARN  Total lb+minimap processing time: 75 
21:51:40.204 WARN  Total entity physics calculation time: 31 
21:51:40.208 WARN  Total entity life+thought cycle time: 102 
21:51:40.209 WARN  Total entity selfie-taking time: 45 
21:51:40.211 WARN  Total time: 768 
21:51:41.239 WARN  ~~ LOOPS: 14. ENTITY #: 664//202. VIEW #: 2. BACKLOGGED :: 114.643%! ~~ 
21:51:41.240 WARN  Total activation time: 93 
21:51:41.240 WARN  Total collision time: 24 
21:51:41.240 WARN  Total cycle time: 418 
21:51:41.240 WARN  Total player update time: 63 
21:51:41.240 WARN  Total lb+minimap processing time: 43 
21:51:41.240 WARN  Total entity physics calculation time: 42 
21:51:41.240 WARN  Total entity life+thought cycle time: 179 
21:51:41.240 WARN  Total entity selfie-taking time: 60 
21:51:41.240 WARN  Total time: 922 
21:51:43.422 WARN  ~~ LOOPS: 15. ENTITY #: 658//201. VIEW #: 2. BACKLOGGED :: 105.600%! ~~ 
21:51:43.423 WARN  Total activation time: 63 
21:51:43.424 WARN  Total collision time: 17 
21:51:43.424 WARN  Total cycle time: 448 
21:51:43.425 WARN  Total player update time: 65 
21:51:43.425 WARN  Total lb+minimap processing time: 82 
21:51:43.426 WARN  Total entity physics calculation time: 49 
21:51:43.426 WARN  Total entity life+thought cycle time: 171 
21:51:43.427 WARN  Total entity selfie-taking time: 70 
21:51:43.428 WARN  Total time: 965 
21:51:44.601 WARN  ~~ LOOPS: 9. ENTITY #: 663//202. VIEW #: 2. BACKLOGGED :: 180.000%! ~~ 
21:51:44.611 WARN  Total activation time: 115 
21:51:44.612 WARN  Total collision time: 16 
21:51:44.620 WARN  Total cycle time: 409 
21:51:44.621 WARN  Total player update time: 76 
21:51:44.621 WARN  Total lb+minimap processing time: 154 
21:51:44.622 WARN  Total entity physics calculation time: 62 
21:51:44.622 WARN  Total entity life+thought cycle time: 138 
21:51:44.623 WARN  Total entity selfie-taking time: 21 
21:51:44.624 WARN  Total time: 991 
21:51:45.690 WARN  ~~ LOOPS: 9. ENTITY #: 661//200. VIEW #: 2. BACKLOGGED :: 204.000%! ~~ 
21:51:45.690 WARN  Total activation time: 112 
21:51:45.690 WARN  Total collision time: 45 
21:51:45.690 WARN  Total cycle time: 454 
21:51:45.690 WARN  Total player update time: 137 
21:51:45.690 WARN  Total lb+minimap processing time: 63 
21:51:45.691 WARN  Total entity physics calculation time: 40 
21:51:45.691 WARN  Total entity life+thought cycle time: 170 
21:51:45.691 WARN  Total entity selfie-taking time: 60 
21:51:45.691 WARN  Total time: 1081 
21:51:46.889 WARN  ~~ LOOPS: 13. ENTITY #: 668//200. VIEW #: 2. BACKLOGGED :: 123.692%! ~~ 
21:51:46.889 WARN  Total activation time: 73 
21:51:46.890 WARN  Total collision time: 25 
21:51:46.890 WARN  Total cycle time: 437 
21:51:46.890 WARN  Total player update time: 69 
21:51:46.891 WARN  Total lb+minimap processing time: 162 
21:51:46.891 WARN  Total entity physics calculation time: 60 
21:51:46.891 WARN  Total entity life+thought cycle time: 148 
21:51:46.892 WARN  Total entity selfie-taking time: 23 
21:51:46.892 WARN  Total time: 997 
21:51:48.212 WARN  ~~ LOOPS: 10. ENTITY #: 663//201. VIEW #: 1. BACKLOGGED :: 191.700%! ~~ 
21:51:48.212 WARN  Total activation time: 89 
21:51:48.213 WARN  Total collision time: 12 
21:51:48.213 WARN  Total cycle time: 537 
21:51:48.213 WARN  Total player update time: 85 
21:51:48.213 WARN  Total lb+minimap processing time: 278 
21:51:48.213 WARN  Total entity physics calculation time: 137 
21:51:48.213 WARN  Total entity life+thought cycle time: 177 
21:51:48.213 WARN  Total entity selfie-taking time: 28 
21:51:48.213 WARN  Total time: 1343 
21:51:49.275 WARN  ~~ LOOPS: 9. ENTITY #: 667//198. VIEW #: 1. BACKLOGGED :: 218.667%! ~~ 
21:51:49.275 WARN  Total activation time: 119 
21:51:49.276 WARN  Total collision time: 22 
21:51:49.276 WARN  Total cycle time: 514 
21:51:49.277 WARN  Total player update time: 84 
21:51:49.278 WARN  Total lb+minimap processing time: 44 
21:51:49.278 WARN  Total entity physics calculation time: 95 
21:51:49.279 WARN  Total entity life+thought cycle time: 203 
21:51:49.279 WARN  Total entity selfie-taking time: 26 
21:51:49.280 WARN  Total time: 1107 
21:51:50.577 WARN  ~~ LOOPS: 8. ENTITY #: 663//203. VIEW #: 1. BACKLOGGED :: 231.750%! ~~ 
21:51:50.578 WARN  Total activation time: 59 
21:51:50.579 WARN  Total collision time: 52 
21:51:50.580 WARN  Total cycle time: 507 
21:51:50.580 WARN  Total player update time: 50 
21:51:50.581 WARN  Total lb+minimap processing time: 291 
21:51:50.582 WARN  Total entity physics calculation time: 78 
21:51:50.583 WARN  Total entity life+thought cycle time: 174 
21:51:50.583 WARN  Total entity selfie-taking time: 45 
21:51:50.584 WARN  Total time: 1256 
21:51:51.724 WARN  ~~ LOOPS: 10. ENTITY #: 669//200. VIEW #: 1. BACKLOGGED :: 187.200%! ~~ 
21:51:51.725 WARN  Total activation time: 127 
21:51:51.725 WARN  Total collision time: 20 
21:51:51.726 WARN  Total cycle time: 477 
21:51:51.726 WARN  Total player update time: 60 
21:51:51.727 WARN  Total lb+minimap processing time: 92 
21:51:51.728 WARN  Total entity physics calculation time: 103 
21:51:51.743 WARN  Total entity life+thought cycle time: 166 
21:51:51.746 WARN  Total entity selfie-taking time: 19 
21:51:51.746 WARN  Total time: 1064 
21:51:53.125 WARN  ~~ LOOPS: 5. ENTITY #: 666//202. VIEW #: 1. BACKLOGGED :: 419.400%! ~~ 
21:51:53.125 WARN  Total activation time: 74 
21:51:53.125 WARN  Total collision time: 45 
21:51:53.125 WARN  Total cycle time: 580 
21:51:53.125 WARN  Total player update time: 66 
21:51:53.125 WARN  Total lb+minimap processing time: 325 
21:51:53.125 WARN  Total entity physics calculation time: 60 
21:51:53.126 WARN  Total entity life+thought cycle time: 206 
21:51:53.126 WARN  Total entity selfie-taking time: 104 
21:51:53.126 WARN  Total time: 1460 
21:51:54.525 WARN  ~~ LOOPS: 3. ENTITY #: 665//202. VIEW #: 1. BACKLOGGED :: 693.000%! ~~ 
21:51:54.525 WARN  Total activation time: 165 
21:51:54.525 WARN  Total collision time: 3 
21:51:54.525 WARN  Total cycle time: 525 
21:51:54.525 WARN  Total player update time: 126 
21:51:54.525 WARN  Total lb+minimap processing time: 280 
21:51:54.525 WARN  Total entity physics calculation time: 157 
21:51:54.525 WARN  Total entity life+thought cycle time: 109 
21:51:54.525 WARN  Total entity selfie-taking time: 75 
21:51:54.525 WARN  Total time: 1440 
21:51:55.671 WARN  ~~ LOOPS: 5. ENTITY #: 667//196. VIEW #: 1. BACKLOGGED :: 327.000%! ~~ 
21:51:55.671 WARN  Total activation time: 73 
21:51:55.671 WARN  Total collision time: 52 
21:51:55.671 WARN  Total cycle time: 420 
21:51:55.671 WARN  Total player update time: 52 
21:51:55.671 WARN  Total lb+minimap processing time: 130 
21:51:55.671 WARN  Total entity physics calculation time: 58 
21:51:55.671 WARN  Total entity life+thought cycle time: 167 
21:51:55.671 WARN  Total entity selfie-taking time: 10 
21:51:55.671 WARN  Total time: 962 
21:51:56.931 WARN  ~~ LOOPS: 9. ENTITY #: 662//200. VIEW #: 1. BACKLOGGED :: 194.333%! ~~ 
21:51:56.933 WARN  Total activation time: 81 
21:51:56.934 WARN  Total collision time: 9 
21:51:56.934 WARN  Total cycle time: 493 
21:51:56.934 WARN  Total player update time: 65 
21:51:56.934 WARN  Total lb+minimap processing time: 209 
21:51:56.934 WARN  Total entity physics calculation time: 27 
21:51:56.934 WARN  Total entity life+thought cycle time: 207 
21:51:56.934 WARN  Total entity selfie-taking time: 37 
21:51:56.934 WARN  Total time: 1128 
21:51:58.155 WARN  ~~ LOOPS: 7. ENTITY #: 528//81. VIEW #: 1. BACKLOGGED :: 291.000%! ~~ 
21:51:58.155 WARN  Total activation time: 54 
21:51:58.155 WARN  Total collision time: 1 
21:51:58.155 WARN  Total cycle time: 624 
21:51:58.170 WARN  Total player update time: 48 
21:51:58.170 WARN  Total lb+minimap processing time: 154 
21:51:58.170 WARN  Total entity physics calculation time: 82 
