08:27:34.752 ERROR Egg 
08:27:34.755 ERROR Cannot read property 'NaN' of undefined
TypeError: Cannot read property 'NaN' of undefined
    at Object.room.isIn (/app/arrasio/src/server/server.js:300:42)
    at entities.map.instance (/app/arrasio/src/server/server.js:5029:34)
    at Array.map (<anonymous>)
    at makefood (/app/arrasio/src/server/server.js:5024:29)
    at Timeout.maintainloop [as _onTimeout] (/app/arrasio/src/server/server.js:5089:9)
    at ontimeout (timers.js:498:11)
    at tryOnTimeout (timers.js:323:5)
    at Timer.listOnTimeout (timers.js:290:5) 
08:39:57.132 WARN  Malformed command packet. Kicking. 1 warning. 
10:57:53.330 WARN  Total activation time: 920 
10:57:53.331 WARN  Total collision time: 2 
10:57:53.331 WARN  Total cycle time: 15 
10:57:53.331 WARN  Total player update time: 13 
10:57:53.332 WARN  Total lb+minimap processing time: 19 
10:57:53.332 WARN  Total entity physics calculation time: 0 
10:57:53.332 WARN  Total entity life+thought cycle time: 5 
10:57:53.333 WARN  Total entity selfie-taking time: 2 
10:57:53.333 WARN  Total time: 976 
10:57:58.305 WARN  ~~ LOOPS: 2. ENTITY #: 382//308. VIEW #: 1. BACKLOGGED :: 2803.500%! ~~ 
10:57:58.305 WARN  Total activation time: 4 
10:57:58.306 WARN  Total collision time: 979 
10:57:58.306 WARN  Total cycle time: 886 
10:57:58.306 WARN  Total player update time: 8 
10:57:58.306 WARN  Total lb+minimap processing time: 998 
10:57:58.306 WARN  Total entity physics calculation time: 2 
10:57:58.306 WARN  Total entity life+thought cycle time: 875 
10:57:58.306 WARN  Total entity selfie-taking time: 2 
10:57:58.306 WARN  Total time: 3754 
10:57:59.327 WARN  ~~ LOOPS: 1. ENTITY #: 389//311. VIEW #: 1. BACKLOGGED :: 2955.000%! ~~ 
10:57:59.328 WARN  Total activation time: 3 
10:57:59.328 WARN  Total collision time: 4 
10:57:59.328 WARN  Total cycle time: 978 
10:57:59.328 WARN  Total player update time: 4 
10:57:59.329 WARN  Total lb+minimap processing time: 20 
10:57:59.329 WARN  Total entity physics calculation time: 0 
10:57:59.329 WARN  Total entity life+thought cycle time: 4 
10:57:59.329 WARN  Total entity selfie-taking time: 1 
10:57:59.329 WARN  Total time: 1014 
10:58:01.312 WARN  ~~ LOOPS: 2. ENTITY #: 383//310. VIEW #: 1. BACKLOGGED :: 1461.000%! ~~ 
10:58:01.312 WARN  Total activation time: 4 
10:58:01.312 WARN  Total collision time: 2 
10:58:01.312 WARN  Total cycle time: 968 
10:58:01.312 WARN  Total player update time: 7 
10:58:01.312 WARN  Total lb+minimap processing time: 969 
10:58:01.312 WARN  Total entity physics calculation time: 1 
10:58:01.312 WARN  Total entity life+thought cycle time: 9 
10:58:01.312 WARN  Total entity selfie-taking time: 4 
10:58:01.312 WARN  Total time: 1964 
10:58:05.376 WARN  ~~ LOOPS: 2. ENTITY #: 382//310. VIEW #: 1. BACKLOGGED :: 126.000%! ~~ 
10:58:05.376 WARN  Total activation time: 55 
10:58:05.376 WARN  Total collision time: 3 
10:58:05.376 WARN  Total cycle time: 26 
10:58:05.376 WARN  Total player update time: 3 
10:58:05.376 WARN  Total lb+minimap processing time: 12 
10:58:05.376 WARN  Total entity physics calculation time: 4 
10:58:05.376 WARN  Total entity life+thought cycle time: 12 
10:58:05.376 WARN  Total entity selfie-taking time: 3 
10:58:05.376 WARN  Total time: 118 
10:58:08.295 WARN  ~~ LOOPS: 2. ENTITY #: 384//317. VIEW #: 1. BACKLOGGED :: 2760.000%! ~~ 
10:58:08.295 WARN  Total activation time: 4 
10:58:08.295 WARN  Total collision time: 2 
10:58:08.295 WARN  Total cycle time: 1834 
10:58:08.295 WARN  Total player update time: 6 
10:58:08.295 WARN  Total lb+minimap processing time: 45 
10:58:08.295 WARN  Total entity physics calculation time: 2 
10:58:08.295 WARN  Total entity life+thought cycle time: 890 
10:58:08.295 WARN  Total entity selfie-taking time: 4 
10:58:08.295 WARN  Total time: 2787 
10:58:10.351 WARN  ~~ LOOPS: 3. ENTITY #: 376//305. VIEW #: 1. BACKLOGGED :: 933.000%! ~~ 
10:58:10.351 WARN  Total activation time: 14 
10:58:10.351 WARN  Total collision time: 2 
10:58:10.351 WARN  Total cycle time: 917 
10:58:10.351 WARN  Total player update time: 7 
10:58:10.351 WARN  Total lb+minimap processing time: 22 
10:58:10.351 WARN  Total entity physics calculation time: 3 
10:58:10.351 WARN  Total entity life+thought cycle time: 9 
10:58:10.351 WARN  Total entity selfie-taking time: 1 
10:58:10.351 WARN  Total time: 975 
10:58:13.306 WARN  ~~ LOOPS: 3. ENTITY #: 377//305. VIEW #: 1. BACKLOGGED :: 939.000%! ~~ 
10:58:13.306 WARN  Total activation time: 6 
10:58:13.306 WARN  Total collision time: 3 
10:58:13.306 WARN  Total cycle time: 930 
10:58:13.306 WARN  Total player update time: 10 
10:58:13.306 WARN  Total lb+minimap processing time: 15 
10:58:13.306 WARN  Total entity physics calculation time: 3 
10:58:13.306 WARN  Total entity life+thought cycle time: 6 
10:58:13.306 WARN  Total entity selfie-taking time: 915 
10:58:13.306 WARN  Total time: 1888 
10:58:15.355 WARN  ~~ LOOPS: 3. ENTITY #: 373//303. VIEW #: 1. BACKLOGGED :: 922.000%! ~~ 
10:58:15.355 WARN  Total activation time: 888 
10:58:15.355 WARN  Total collision time: 3 
10:58:15.355 WARN  Total cycle time: 31 
10:58:15.355 WARN  Total player update time: 11 
10:58:15.355 WARN  Total lb+minimap processing time: 24 
10:58:15.355 WARN  Total entity physics calculation time: 4 
10:58:15.355 WARN  Total entity life+thought cycle time: 10 
10:58:15.355 WARN  Total entity selfie-taking time: 2 
10:58:15.355 WARN  Total time: 973 
10:58:17.295 WARN  ~~ LOOPS: 2. ENTITY #: 381//304. VIEW #: 1. BACKLOGGED :: 1434.000%! ~~ 
10:58:17.295 WARN  Total activation time: 4 
10:58:17.295 WARN  Total collision time: 8 
10:58:17.295 WARN  Total cycle time: 944 
10:58:17.295 WARN  Total player update time: 939 
10:58:17.295 WARN  Total lb+minimap processing time: 19 
10:58:17.295 WARN  Total entity physics calculation time: 5 
10:58:17.295 WARN  Total entity life+thought cycle time: 6 
10:58:17.295 WARN  Total entity selfie-taking time: 2 
10:58:17.295 WARN  Total time: 1927 
10:58:19.307 WARN  ~~ LOOPS: 2. ENTITY #: 379//309. VIEW #: 1. BACKLOGGED :: 1383.000%! ~~ 
10:58:19.307 WARN  Total activation time: 4 
10:58:19.308 WARN  Total collision time: 11 
10:58:19.308 WARN  Total cycle time: 907 
10:58:19.308 WARN  Total player update time: 8 
10:58:19.309 WARN  Total lb+minimap processing time: 24 
10:58:19.309 WARN  Total entity physics calculation time: 5 
10:58:19.309 WARN  Total entity life+thought cycle time: 3 
10:58:19.309 WARN  Total entity selfie-taking time: 887 
10:58:19.310 WARN  Total time: 1849 
10:58:20.315 WARN  ~~ LOOPS: 2. ENTITY #: 379//305. VIEW #: 1. BACKLOGGED :: 1398.000%! ~~ 
10:58:20.315 WARN  Total activation time: 9 
10:58:20.315 WARN  Total collision time: 907 
10:58:20.315 WARN  Total cycle time: 16 
10:58:20.315 WARN  Total player update time: 7 
10:58:20.315 WARN  Total lb+minimap processing time: 14 
10:58:20.315 WARN  Total entity physics calculation time: 0 
10:58:20.315 WARN  Total entity life+thought cycle time: 6 
10:58:20.315 WARN  Total entity selfie-taking time: 2 
10:58:20.315 WARN  Total time: 961 
10:58:21.339 WARN  ~~ LOOPS: 3. ENTITY #: 381//309. VIEW #: 1. BACKLOGGED :: 939.000%! ~~ 
10:58:21.339 WARN  Total activation time: 15 
10:58:21.339 WARN  Total collision time: 2 
10:58:21.339 WARN  Total cycle time: 922 
10:58:21.339 WARN  Total player update time: 6 
10:58:21.339 WARN  Total lb+minimap processing time: 15 
10:58:21.339 WARN  Total entity physics calculation time: 2 
10:58:21.339 WARN  Total entity life+thought cycle time: 8 
10:58:21.339 WARN  Total entity selfie-taking time: 6 
10:58:21.339 WARN  Total time: 976 
10:58:22.361 WARN  ~~ LOOPS: 2. ENTITY #: 382//310. VIEW #: 1. BACKLOGGED :: 1398.000%! ~~ 
10:58:22.361 WARN  Total activation time: 4 
10:58:22.361 WARN  Total collision time: 2 
10:58:22.361 WARN  Total cycle time: 926 
10:58:22.361 WARN  Total player update time: 10 
10:58:22.361 WARN  Total lb+minimap processing time: 20 
10:58:22.361 WARN  Total entity physics calculation time: 1 
10:58:22.361 WARN  Total entity life+thought cycle time: 7 
10:58:22.361 WARN  Total entity selfie-taking time: 2 
10:58:22.361 WARN  Total time: 972 
10:58:26.315 WARN  ~~ LOOPS: 3. ENTITY #: 384//314. VIEW #: 1. BACKLOGGED :: 933.000%! ~~ 
10:58:26.315 WARN  Total activation time: 7 
10:58:26.315 WARN  Total collision time: 4 
10:58:26.315 WARN  Total cycle time: 922 
10:58:26.315 WARN  Total player update time: 955 
10:58:26.315 WARN  Total lb+minimap processing time: 11 
10:58:26.315 WARN  Total entity physics calculation time: 1 
10:58:26.315 WARN  Total entity life+thought cycle time: 909 
10:58:26.315 WARN  Total entity selfie-taking time: 3 
10:58:26.315 WARN  Total time: 2812 
10:58:29.330 WARN  ~~ LOOPS: 1. ENTITY #: 384//320. VIEW #: 1. BACKLOGGED :: 2943.000%! ~~ 
10:58:29.330 WARN  Total activation time: 17 
10:58:29.330 WARN  Total collision time: 1 
10:58:29.330 WARN  Total cycle time: 963 
10:58:29.330 WARN  Total player update time: 4 
10:58:29.330 WARN  Total lb+minimap processing time: 16 
10:58:29.330 WARN  Total entity physics calculation time: 2 
10:58:29.330 WARN  Total entity life+thought cycle time: 4 
10:58:29.330 WARN  Total entity selfie-taking time: 0 
10:58:29.330 WARN  Total time: 1007 
10:58:32.330 WARN  ~~ LOOPS: 1. ENTITY #: 384//314. VIEW #: 1. BACKLOGGED :: 2958.000%! ~~ 
10:58:32.330 WARN  Total activation time: 2 
10:58:32.330 WARN  Total collision time: 1 
10:58:32.330 WARN  Total cycle time: 983 
10:58:32.330 WARN  Total player update time: 2 
10:58:32.330 WARN  Total lb+minimap processing time: 21 
10:58:32.330 WARN  Total entity physics calculation time: 979 
10:58:32.330 WARN  Total entity life+thought cycle time: 1 
10:58:32.330 WARN  Total entity selfie-taking time: 1 
10:58:32.330 WARN  Total time: 1990 
10:58:34.309 WARN  ~~ LOOPS: 2. ENTITY #: 384//311. VIEW #: 1. BACKLOGGED :: 2874.000%! ~~ 
10:58:34.309 WARN  Total activation time: 964 
10:58:34.309 WARN  Total collision time: 2 
10:58:34.309 WARN  Total cycle time: 950 
10:58:34.309 WARN  Total player update time: 19 
10:58:34.309 WARN  Total lb+minimap processing time: 21 
10:58:34.309 WARN  Total entity physics calculation time: 3 
10:58:34.309 WARN  Total entity life+thought cycle time: 5 
10:58:34.309 WARN  Total entity selfie-taking time: 2 
10:58:34.309 WARN  Total time: 1966 
10:58:35.309 WARN  ~~ LOOPS: 2. ENTITY #: 387//308. VIEW #: 1. BACKLOGGED :: 1413.000%! ~~ 
10:58:35.310 WARN  Total activation time: 4 
10:58:35.310 WARN  Total collision time: 920 
10:58:35.310 WARN  Total cycle time: 18 
10:58:35.310 WARN  Total player update time: 5 
10:58:35.310 WARN  Total lb+minimap processing time: 17 
10:58:35.311 WARN  Total entity physics calculation time: 1 
10:58:35.311 WARN  Total entity life+thought cycle time: 11 
10:58:35.311 WARN  Total entity selfie-taking time: 2 
10:58:35.311 WARN  Total time: 978 
10:58:39.396 WARN  ~~ LOOPS: 2. ENTITY #: 378//308. VIEW #: 1. BACKLOGGED :: 1348.500%! ~~ 
10:58:39.396 WARN  Total activation time: 4 
10:58:39.397 WARN  Total collision time: 2 
10:58:39.397 WARN  Total cycle time: 893 
10:58:39.397 WARN  Total player update time: 5 
10:58:39.397 WARN  Total lb+minimap processing time: 79 
10:58:39.398 WARN  Total entity physics calculation time: 1 
10:58:39.398 WARN  Total entity life+thought cycle time: 875 
10:58:39.398 WARN  Total entity selfie-taking time: 4 
10:58:39.398 WARN  Total time: 1863 
10:58:42.306 WARN  ~~ LOOPS: 1. ENTITY #: 379//300. VIEW #: 1. BACKLOGGED :: 2850.000%! ~~ 
10:58:42.306 WARN  Total activation time: 2 
10:58:42.306 WARN  Total collision time: 1 
10:58:42.306 WARN  Total cycle time: 947 
10:58:42.306 WARN  Total player update time: 7 
10:58:42.306 WARN  Total lb+minimap processing time: 23 
10:58:42.306 WARN  Total entity physics calculation time: 1 
10:58:42.306 WARN  Total entity life+thought cycle time: 3 
10:58:42.306 WARN  Total entity selfie-taking time: 3 
10:58:42.306 WARN  Total time: 987 
10:58:43.331 WARN  ~~ LOOPS: 2. ENTITY #: 378//303. VIEW #: 1. BACKLOGGED :: 1432.500%! ~~ 
10:58:43.331 WARN  Total activation time: 6 
10:58:43.332 WARN  Total collision time: 3 
10:58:43.332 WARN  Total cycle time: 946 
10:58:43.332 WARN  Total player update time: 8 
10:58:43.332 WARN  Total lb+minimap processing time: 20 
10:58:43.333 WARN  Total entity physics calculation time: 923 
10:58:43.333 WARN  Total entity life+thought cycle time: 6 
10:58:43.333 WARN  Total entity selfie-taking time: 1 
10:58:43.333 WARN  Total time: 1913 
10:58:46.364 WARN  ~~ LOOPS: 3. ENTITY #: 381//308. VIEW #: 1. BACKLOGGED :: 929.000%! ~~ 
10:58:46.364 WARN  Total activation time: 5 
10:58:46.364 WARN  Total collision time: 2 
10:58:46.364 WARN  Total cycle time: 922 
10:58:46.364 WARN  Total player update time: 7 
10:58:46.364 WARN  Total lb+minimap processing time: 16 
10:58:46.364 WARN  Total entity physics calculation time: 3 
10:58:46.364 WARN  Total entity life+thought cycle time: 23 
10:58:46.364 WARN  Total entity selfie-taking time: 4 
10:58:46.364 WARN  Total time: 982 
10:58:47.367 WARN  ~~ LOOPS: 2. ENTITY #: 382//311. VIEW #: 1. BACKLOGGED :: 1374.000%! ~~ 
10:58:47.367 WARN  Total activation time: 3 
10:58:47.367 WARN  Total collision time: 2 
10:58:47.367 WARN  Total cycle time: 911 
10:58:47.367 WARN  Total player update time: 6 
10:58:47.367 WARN  Total lb+minimap processing time: 15 
10:58:47.367 WARN  Total entity physics calculation time: 899 
10:58:47.367 WARN  Total entity life+thought cycle time: 2 
10:58:47.367 WARN  Total entity selfie-taking time: 3 
10:58:47.367 WARN  Total time: 1841 
10:58:49.299 WARN  ~~ LOOPS: 2. ENTITY #: 384//311. VIEW #: 1. BACKLOGGED :: 1452.000%! ~~ 
10:58:49.299 WARN  Total activation time: 3 
10:58:49.299 WARN  Total collision time: 927 
10:58:49.299 WARN  Total cycle time: 38 
10:58:49.299 WARN  Total player update time: 15 
10:58:49.299 WARN  Total lb+minimap processing time: 910 
10:58:49.299 WARN  Total entity physics calculation time: 1 
10:58:49.299 WARN  Total entity life+thought cycle time: 6 
10:58:49.299 WARN  Total entity selfie-taking time: 3 
10:58:49.299 WARN  Total time: 1903 
10:58:51.329 WARN  ~~ LOOPS: 4. ENTITY #: 384//312. VIEW #: 1. BACKLOGGED :: 645.000%! ~~ 
10:58:51.329 WARN  Total activation time: 4 
10:58:51.329 WARN  Total collision time: 4 
10:58:51.329 WARN  Total cycle time: 852 
10:58:51.329 WARN  Total player update time: 6 
10:58:51.329 WARN  Total lb+minimap processing time: 15 
10:58:51.329 WARN  Total entity physics calculation time: 1 
10:58:51.329 WARN  Total entity life+thought cycle time: 7 
10:58:51.329 WARN  Total entity selfie-taking time: 2 
10:58:51.329 WARN  Total time: 891 
10:58:52.355 WARN  ~~ LOOPS: 3. ENTITY #: 384//312. VIEW #: 1. BACKLOGGED :: 943.000%! ~~ 
10:58:52.355 WARN  Total activation time: 918 
10:58:52.355 WARN  Total collision time: 2 
10:58:52.356 WARN  Total cycle time: 23 
10:58:52.356 WARN  Total player update time: 12 
10:58:52.356 WARN  Total lb+minimap processing time: 14 
10:58:52.356 WARN  Total entity physics calculation time: 3 
10:58:52.356 WARN  Total entity life+thought cycle time: 11 
10:58:52.356 WARN  Total entity selfie-taking time: 2 
10:58:52.356 WARN  Total time: 985 
10:58:56.302 WARN  ~~ LOOPS: 3. ENTITY #: 379//308. VIEW #: 1. BACKLOGGED :: 1848.000%! ~~ 
10:58:56.302 WARN  Total activation time: 4 
10:58:56.302 WARN  Total collision time: 2 
10:58:56.302 WARN  Total cycle time: 1842 
10:58:56.302 WARN  Total player update time: 6 
10:58:56.302 WARN  Total lb+minimap processing time: 8 
10:58:56.302 WARN  Total entity physics calculation time: 1 
10:58:56.302 WARN  Total entity life+thought cycle time: 1832 
10:58:56.302 WARN  Total entity selfie-taking time: 2 
10:58:56.302 WARN  Total time: 3697 
10:58:57.315 WARN  ~~ LOOPS: 1. ENTITY #: 378//300. VIEW #: 1. BACKLOGGED :: 2910.000%! ~~ 
10:58:57.315 WARN  Total activation time: 1 
10:58:57.315 WARN  Total collision time: 1 
10:58:57.315 WARN  Total cycle time: 968 
10:58:57.315 WARN  Total player update time: 5 
10:58:57.316 WARN  Total lb+minimap processing time: 13 
10:58:57.316 WARN  Total entity physics calculation time: 0 
10:58:57.316 WARN  Total entity life+thought cycle time: 1 
10:58:57.316 WARN  Total entity selfie-taking time: 961 
10:58:57.316 WARN  Total time: 1950 
10:58:59.301 WARN  ~~ LOOPS: 1. ENTITY #: 377//304. VIEW #: 1. BACKLOGGED :: 2910.000%! ~~ 
10:58:59.302 WARN  Total activation time: 962 
10:58:59.302 WARN  Total collision time: 1 
10:58:59.302 WARN  Total cycle time: 7 
10:58:59.302 WARN  Total player update time: 5 
10:58:59.303 WARN  Total lb+minimap processing time: 983 
10:58:59.303 WARN  Total entity physics calculation time: 1 
10:58:59.303 WARN  Total entity life+thought cycle time: 2 
10:58:59.303 WARN  Total entity selfie-taking time: 1 
10:58:59.303 WARN  Total time: 1962 
10:59:01.311 WARN  ~~ LOOPS: 2. ENTITY #: 378//306. VIEW #: 1. BACKLOGGED :: 1497.000%! ~~ 
10:59:01.311 WARN  Total activation time: 8 
10:59:01.311 WARN  Total collision time: 2 
10:59:01.311 WARN  Total cycle time: 988 
10:59:01.311 WARN  Total player update time: 6 
10:59:01.311 WARN  Total lb+minimap processing time: 994 
10:59:01.311 WARN  Total entity physics calculation time: 2 
10:59:01.311 WARN  Total entity life+thought cycle time: 6 
10:59:01.311 WARN  Total entity selfie-taking time: 2 
10:59:01.311 WARN  Total time: 2008 
10:59:05.294 WARN  ~~ LOOPS: 2. ENTITY #: 382//303. VIEW #: 1. BACKLOGGED :: 1429.500%! ~~ 
10:59:05.294 WARN  Total activation time: 5 
10:59:05.294 WARN  Total collision time: 1 
10:59:05.294 WARN  Total cycle time: 947 
10:59:05.294 WARN  Total player update time: 947 
10:59:05.294 WARN  Total lb+minimap processing time: 25 
10:59:05.294 WARN  Total entity physics calculation time: 2 
10:59:05.294 WARN  Total entity life+thought cycle time: 5 
10:59:05.294 WARN  Total entity selfie-taking time: 3 
10:59:05.294 WARN  Total time: 1935 
10:59:06.303 WARN  ~~ LOOPS: 3. ENTITY #: 379//309. VIEW #: 1. BACKLOGGED :: 933.000%! ~~ 
10:59:06.303 WARN  Total activation time: 30 
10:59:06.303 WARN  Total collision time: 2 
10:59:06.303 WARN  Total cycle time: 901 
10:59:06.303 WARN  Total player update time: 5 
10:59:06.303 WARN  Total lb+minimap processing time: 20 
10:59:06.303 WARN  Total entity physics calculation time: 3 
10:59:06.303 WARN  Total entity life+thought cycle time: 868 
10:59:06.303 WARN  Total entity selfie-taking time: 18 
10:59:06.303 WARN  Total time: 1847 
10:59:07.303 WARN  ~~ LOOPS: 2. ENTITY #: 380//310. VIEW #: 1. BACKLOGGED :: 1374.000%! ~~ 
10:59:07.304 WARN  Total activation time: 4 
10:59:07.304 WARN  Total collision time: 2 
10:59:07.304 WARN  Total cycle time: 910 
10:59:07.304 WARN  Total player update time: 4 
10:59:07.304 WARN  Total lb+minimap processing time: 19 
10:59:07.304 WARN  Total entity physics calculation time: 896 
10:59:07.304 WARN  Total entity life+thought cycle time: 6 
10:59:07.304 WARN  Total entity selfie-taking time: 0 
10:59:07.304 WARN  Total time: 1841 
10:59:09.326 WARN  ~~ LOOPS: 3. ENTITY #: 384//309. VIEW #: 1. BACKLOGGED :: 885.000%! ~~ 
10:59:09.326 WARN  Total activation time: 5 
10:59:09.327 WARN  Total collision time: 2 
10:59:09.327 WARN  Total cycle time: 878 
10:59:09.327 WARN  Total player update time: 4 
10:59:09.327 WARN  Total lb+minimap processing time: 15 
10:59:09.327 WARN  Total entity physics calculation time: 2 
10:59:09.328 WARN  Total entity life+thought cycle time: 9 
10:59:09.328 WARN  Total entity selfie-taking time: 5 
10:59:09.328 WARN  Total time: 920 
10:59:11.300 WARN  ~~ LOOPS: 2. ENTITY #: 384//313. VIEW #: 1. BACKLOGGED :: 2887.500%! ~~ 
10:59:11.300 WARN  Total activation time: 4 
10:59:11.300 WARN  Total collision time: 956 
10:59:11.300 WARN  Total cycle time: 965 
10:59:11.300 WARN  Total player update time: 2 
10:59:11.300 WARN  Total lb+minimap processing time: 14 
10:59:11.300 WARN  Total entity physics calculation time: 0 
10:59:11.300 WARN  Total entity life+thought cycle time: 958 
10:59:11.300 WARN  Total entity selfie-taking time: 1 
10:59:11.300 WARN  Total time: 2900 
10:59:14.292 WARN  ~~ LOOPS: 3. ENTITY #: 385//316. VIEW #: 1. BACKLOGGED :: 958.000%! ~~ 
10:59:14.293 WARN  Total activation time: 6 
10:59:14.293 WARN  Total collision time: 10 
10:59:14.293 WARN  Total cycle time: 942 
10:59:14.293 WARN  Total player update time: 6 
10:59:14.294 WARN  Total lb+minimap processing time: 60 
10:59:14.294 WARN  Total entity physics calculation time: 3 
10:59:14.294 WARN  Total entity life+thought cycle time: 9 
10:59:14.294 WARN  Total entity selfie-taking time: 905 
10:59:14.295 WARN  Total time: 1941 
10:59:16.321 WARN  ~~ LOOPS: 2. ENTITY #: 379//307. VIEW #: 1. BACKLOGGED :: 1423.500%! ~~ 
10:59:16.321 WARN  Total activation time: 3 
10:59:16.321 WARN  Total collision time: 2 
10:59:16.321 WARN  Total cycle time: 944 
10:59:16.321 WARN  Total player update time: 4 
10:59:16.321 WARN  Total lb+minimap processing time: 9 
10:59:16.321 WARN  Total entity physics calculation time: 1 
10:59:16.321 WARN  Total entity life+thought cycle time: 935 
10:59:16.321 WARN  Total entity selfie-taking time: 4 
10:59:16.321 WARN  Total time: 1902 
10:59:17.333 WARN  ~~ LOOPS: 2. ENTITY #: 378//305. VIEW #: 1. BACKLOGGED :: 1396.500%! ~~ 
10:59:17.333 WARN  Total activation time: 3 
10:59:17.333 WARN  Total collision time: 2 
10:59:17.333 WARN  Total cycle time: 926 
10:59:17.333 WARN  Total player update time: 4 
10:59:17.333 WARN  Total lb+minimap processing time: 12 
10:59:17.333 WARN  Total entity physics calculation time: 2 
10:59:17.333 WARN  Total entity life+thought cycle time: 4 
10:59:17.333 WARN  Total entity selfie-taking time: 2 
10:59:17.333 WARN  Total time: 955 
10:59:19.416 WARN  ~~ LOOPS: 1. ENTITY #: 376//300. VIEW #: 1. BACKLOGGED :: 2925.000%! ~~ 
10:59:19.417 WARN  Total activation time: 945 
10:59:19.417 WARN  Total collision time: 1 
10:59:19.417 WARN  Total cycle time: 29 
10:59:19.417 WARN  Total player update time: 17 
10:59:19.417 WARN  Total lb+minimap processing time: 66 
10:59:19.417 WARN  Total entity physics calculation time: 8 
10:59:19.417 WARN  Total entity life+thought cycle time: 9 
10:59:19.417 WARN  Total entity selfie-taking time: 3 
10:59:19.417 WARN  Total time: 1078 
10:59:21.300 WARN  ~~ LOOPS: 3. ENTITY #: 375//304. VIEW #: 1. BACKLOGGED :: 897.000%! ~~ 
10:59:21.300 WARN  Total activation time: 876 
10:59:21.300 WARN  Total collision time: 3 
10:59:21.300 WARN  Total cycle time: 18 
10:59:21.300 WARN  Total player update time: 6 
10:59:21.300 WARN  Total lb+minimap processing time: 879 
10:59:21.300 WARN  Total entity physics calculation time: 4 
10:59:21.300 WARN  Total entity life+thought cycle time: 4 
10:59:21.300 WARN  Total entity selfie-taking time: 4 
10:59:21.300 WARN  Total time: 1794 
10:59:23.334 WARN  ~~ LOOPS: 1. ENTITY #: 375//303. VIEW #: 1. BACKLOGGED :: 2874.000%! ~~ 
10:59:23.334 WARN  Total activation time: 2 
10:59:23.334 WARN  Total collision time: 1 
10:59:23.334 WARN  Total cycle time: 955 
10:59:23.334 WARN  Total player update time: 6 
10:59:23.334 WARN  Total lb+minimap processing time: 13 
10:59:23.334 WARN  Total entity physics calculation time: 0 
10:59:23.334 WARN  Total entity life+thought cycle time: 4 
10:59:23.334 WARN  Total entity selfie-taking time: 1 
10:59:23.334 WARN  Total time: 982 
10:59:24.362 WARN  ~~ LOOPS: 2. ENTITY #: 378//310. VIEW #: 1. BACKLOGGED :: 1398.000%! ~~ 
10:59:24.362 WARN  Total activation time: 4 
10:59:24.363 WARN  Total collision time: 914 
10:59:24.363 WARN  Total cycle time: 14 
10:59:24.364 WARN  Total player update time: 5 
10:59:24.365 WARN  Total lb+minimap processing time: 27 
10:59:24.365 WARN  Total entity physics calculation time: 4 
10:59:24.365 WARN  Total entity life+thought cycle time: 5 
10:59:24.366 WARN  Total entity selfie-taking time: 3 
10:59:24.366 WARN  Total time: 976 
10:59:27.303 WARN  ~~ LOOPS: 3. ENTITY #: 381//307. VIEW #: 1. BACKLOGGED :: 1941.000%! ~~ 
10:59:28.293 WARN  Total activation time: 6 
10:59:28.293 WARN  Total collision time: 3 
10:59:28.293 WARN  Total cycle time: 1932 
10:59:28.293 WARN  Total player update time: 10 
10:59:28.293 WARN  Total lb+minimap processing time: 944 
10:59:28.293 WARN  Total entity physics calculation time: 5 
10:59:28.293 WARN  Total entity life+thought cycle time: 992 
10:59:28.293 WARN  Total entity selfie-taking time: 923 
10:59:28.293 WARN  Total time: 4815 
10:59:30.319 WARN  ~~ LOOPS: 2. ENTITY #: 380//309. VIEW #: 1. BACKLOGGED :: 1459.500%! ~~ 
10:59:30.319 WARN  Total activation time: 3 
10:59:30.324 WARN  Total collision time: 1 
10:59:30.324 WARN  Total cycle time: 968 
10:59:30.325 WARN  Total player update time: 11 
10:59:30.325 WARN  Total lb+minimap processing time: 1036 
10:59:30.325 WARN  Total entity physics calculation time: 2 
10:59:30.325 WARN  Total entity life+thought cycle time: 947 
10:59:30.326 WARN  Total entity selfie-taking time: 2 
10:59:30.326 WARN  Total time: 2970 
10:59:32.303 WARN  ~~ LOOPS: 2. ENTITY #: 380//306. VIEW #: 1. BACKLOGGED :: 1554.000%! ~~ 
10:59:32.303 WARN  Total activation time: 20 
10:59:32.316 WARN  Total collision time: 26 
10:59:32.316 WARN  Total cycle time: 990 
10:59:32.316 WARN  Total player update time: 13 
10:59:32.317 WARN  Total lb+minimap processing time: 900 
10:59:32.317 WARN  Total entity physics calculation time: 0 
10:59:32.317 WARN  Total entity life+thought cycle time: 982 
10:59:32.317 WARN  Total entity selfie-taking time: 2 
10:59:32.318 WARN  Total time: 2933 
10:59:34.373 WARN  ~~ LOOPS: 1. ENTITY #: 386//306. VIEW #: 1. BACKLOGGED :: 2850.000%! ~~ 
10:59:34.373 WARN  Total activation time: 2 
10:59:34.380 WARN  Total collision time: 1 
10:59:34.389 WARN  Total cycle time: 947 
10:59:34.390 WARN  Total player update time: 986 
10:59:34.390 WARN  Total lb+minimap processing time: 117 
10:59:34.390 WARN  Total entity physics calculation time: 1 
10:59:34.390 WARN  Total entity life+thought cycle time: 67 
10:59:34.390 WARN  Total entity selfie-taking time: 2 
10:59:34.391 WARN  Total time: 2123 
10:59:36.366 WARN  ~~ LOOPS: 2. ENTITY #: 383//310. VIEW #: 1. BACKLOGGED :: 1408.500%! ~~ 
10:59:37.292 WARN  Total activation time: 3 
